"bike_id","month","monthly_util","monthly_util_percent"
9,3,0.0030241935483871,0.30241935483871
9,4,0.00203549382716049,0.203549382716049
9,5,0.0012406660692951,0.12406660692951
9,6,0.00202777777777778,0.202777777777778
9,7,0.00261387395459976,0.261387395459976
9,8,0.00119026284348865,0.119026284348865
9,9,0.00055054012345679,0.055054012345679
9,10,0.00272476105137395,0.272476105137395
9,11,0.00173032407407407,0.173032407407407
9,12,0.00241636798088411,0.241636798088411
10,1,0.0017099761051374,0.17099761051374
10,2,0.00227595899470899,0.227595899470899
10,3,0.00122311827956989,0.122311827956989
10,4,0.000679012345679012,0.0679012345679012
10,5,0.00377202807646356,0.377202807646356
10,6,0.00425192901234568,0.425192901234568
10,7,0.000453629032258065,0.0453629032258065
10,8,0.00266801075268817,0.266801075268817
10,9,0.00184529320987654,0.184529320987654
10,10,0.00270721326164875,0.270721326164875
10,11,0.00136882716049383,0.136882716049383
10,12,0.000657482078853047,0.0657482078853047
11,1,0.00298797789725209,0.298797789725209
11,2,0.00116939484126984,0.116939484126984
11,3,7.61648745519713e-05,0.00761648745519713
11,5,0.00213000298685783,0.213000298685783
11,6,0.000529320987654321,0.0529320987654321
11,7,0.000918458781362007,0.0918458781362007
11,8,0.000114994026284349,0.0114994026284349
11,9,0.00122878086419753,0.122878086419753
11,10,0.00244885005973716,0.244885005973716
11,11,0.000234182098765432,0.0234182098765432
11,12,0.000735887096774194,0.0735887096774194
12,1,0.00228158602150538,0.228158602150538
12,2,0.000877976190476191,0.0877976190476191
12,3,0.000411813022700119,0.0411813022700119
12,4,0.00149922839506173,0.149922839506173
12,5,0.000663455794504182,0.0663455794504182
12,6,0.00116666666666667,0.116666666666667
12,7,0.00236297789725209,0.236297789725209
12,8,0.000570863201911589,0.0570863201911589
12,9,0.00307484567901235,0.307484567901235
12,10,0.000679883512544803,0.0679883512544803
12,11,0.000371527777777778,0.0371527777777778
12,12,0.00013515531660693,0.013515531660693
13,1,0.000191532258064516,0.0191532258064516
13,3,0.000556675627240143,0.0556675627240143
13,4,0.00238387345679012,0.238387345679012
13,5,0.00139971624850657,0.139971624850657
13,6,0.00251697530864198,0.251697530864197
13,7,0.00325940860215054,0.325940860215054
13,8,0.000282258064516129,0.0282258064516129
13,9,0.000194058641975309,0.0194058641975309
13,10,0.000939740143369176,0.0939740143369176
13,11,0.000934413580246914,0.0934413580246914
14,1,0.00201202210274791,0.201202210274791
14,2,0.00245287698412698,0.245287698412698
14,3,0.00201052867383513,0.201052867383513
14,4,0.000848765432098765,0.0848765432098765
14,5,0.00173536439665472,0.173536439665472
14,6,0.000508487654320988,0.0508487654320988
14,7,0.000941233572281959,0.0941233572281959
14,8,0.00378882915173238,0.378882915173238
14,9,0.00336689814814815,0.336689814814815
14,10,0.00103681302270012,0.103681302270012
14,11,0.00108641975308642,0.108641975308642
15,2,0.000794890873015873,0.0794890873015873
15,3,0.00263739545997611,0.263739545997611
15,4,0.00163734567901235,0.163734567901235
15,5,0.00422453703703704,0.422453703703704
15,6,0.00085108024691358,0.085108024691358
15,8,0.00259893966547192,0.259893966547192
15,9,0.000111496913580247,0.0111496913580247
15,10,0.000981929510155317,0.0981929510155316
15,11,0.00107137345679012,0.107137345679012
15,12,0.000600731780167264,0.0600731780167264
16,1,0.00284199522102748,0.284199522102748
16,2,0.00180638227513228,0.180638227513228
16,3,0.00126530764635603,0.126530764635603
16,4,0.0020679012345679,0.20679012345679
16,7,0.00180854241338112,0.180854241338112
16,8,0.0162522401433692,1.62522401433692
16,9,0.0159895833333333,1.59895833333333
16,10,0.015661215651135,1.5661215651135
16,11,0.0171010802469136,1.71010802469136
16,12,0.0101299283154122,1.01299283154122
17,1,0.000269937275985663,0.0269937275985663
17,2,0.00106274801587302,0.106274801587302
17,3,0.00221998207885305,0.221998207885305
17,4,0.00073804012345679,0.073804012345679
17,5,0.00120109020310633,0.120109020310633
17,6,0.00407253086419753,0.407253086419753
17,7,0.00167600059737157,0.167600059737157
17,8,0.00673051075268817,0.673051075268817
17,9,0.00112924382716049,0.112924382716049
17,10,0.00098715651135006,0.098715651135006
17,11,0.00242746913580247,0.242746913580247
17,12,0.00325754181600956,0.325754181600956
18,1,0.000585797491039427,0.0585797491039427
18,3,0.00110028375149343,0.110028375149343
18,4,0.00148842592592593,0.148842592592593
18,5,0.0012410394265233,0.12410394265233
18,6,0.00136458333333333,0.136458333333333
18,7,0.00128210872162485,0.128210872162485
18,8,0.00338784348864994,0.338784348864994
18,9,0.000530092592592593,0.0530092592592593
18,10,0.00221736857825568,0.221736857825568
18,11,0.0035366512345679,0.35366512345679
18,12,9.85663082437276e-05,0.00985663082437276
19,1,0.000294205495818399,0.0294205495818399
19,4,0.00169483024691358,0.169483024691358
19,5,0.00364807347670251,0.364807347670251
19,6,0.00376273148148148,0.376273148148148
19,7,0.000614545997610514,0.0614545997610514
19,8,0.000412559737156511,0.0412559737156511
